doi,analyte,des_system_key,full_score,pairwise_aggregate_score,hybrid_score,rank_hybrid,is_optimal
10.1016/j.talanta.2023.124831,Parathion,Tetrabutylammonium bromide || Undecanol || 01:01,0.3684095896264954,0.43857299065492744,0.38945860993502496,17.0,False
10.1016/j.talanta.2023.124831,Parathion,Tetrabutylammonium bromide || Menthol || 01:01,0.6010648454437175,0.23245223191757414,0.49048106138587444,13.0,False
10.1016/j.talanta.2023.124831,Parathion,Tetrabutylammonium bromide || Terpineol || 01:01,0.6121583762211661,0.228421313147245,0.49703725729898973,12.0,True
10.1016/j.talanta.2023.124831,Parathion,Tetrabutylammonium bromide || Citronellol || 01:01,0.6129859249360134,0.40183514870853543,0.54964069206777,8.0,False
10.1016/j.talanta.2023.124831,Parathion,Tetrabutylammonium bromide || Geraniol || 01:01,0.7026342600295704,0.3739665056618203,0.6040339337192453,5.0,False
10.1016/j.talanta.2023.124831,Parathion,Tetrabutylammonium bromide || Linalool || 01:01,0.7022736522414906,0.37420425401904733,0.6038528327747577,6.0,False
10.1016/j.talanta.2023.124831,Parathion,Tetrabutylammonium bromide || Terpineol || 05:01,0.000143777881359013,1.961180561075553e-07,0.00010070335236814135,21.0,False
10.1016/j.talanta.2023.124831,Parathion,Tetrabutylammonium bromide || Terpineol || 04:01,0.0009824529284520394,0.05000004473872936,0.015687730471535235,20.0,False
10.1016/j.talanta.2023.124831,Parathion,Tetrabutylammonium bromide || Terpineol || 03:01,0.0073424715900027825,0.10000015136129317,0.0351397755213899,19.0,False
10.1016/j.talanta.2023.124831,Parathion,Tetrabutylammonium bromide || Terpineol || 02:01,0.07307663208092903,0.1500013498924423,0.09615404742438301,18.0,False
10.1016/j.talanta.2023.124831,Parathion,Tetrabutylammonium bromide || Terpineol || 01:02,0.858786024162283,0.45159876655307557,0.7366298468795207,2.0,False
10.1016/j.talanta.2023.124831,Parathion,Tetrabutylammonium bromide || Terpineol || 01:03,0.8868512093622754,0.49895022664754174,0.7704809145478552,1.0,False
10.1021/acssuschemeng.4c03110,Difenoconazole,Terpineol || Decanoic acid || 01:01,0.9916308027968076,0.0,0.6941415619577653,1.0,True
10.1021/acssuschemeng.4c03110,Hexaconazole,Terpineol || Decanoic acid || 01:01,0.8757017310431631,0.0,0.6129912117302141,1.0,True
10.1021/acssuschemeng.4c03110,Myclobutanil,Terpineol || Decanoic acid || 01:01,0.9254473395429407,0.0,0.6478131376800584,1.0,True
10.1021/acssuschemeng.4c03110,Propiconazole,Terpineol || Decanoic acid || 01:01,0.9201700472815552,0.0,0.6441190330970886,1.0,True
10.1021/acssuschemeng.4c03110,Tebuconazole,Terpineol || Decanoic acid || 01:01,0.8358433433869233,0.0,0.5850903403708463,1.0,True
10.1021/acssuschemeng.4c03110,Triadimefon,Terpineol || Lauric acid || 01:01,0.8238042219254679,0.14996233640368956,0.6216516562689344,7.0,True
10.1021/acssuschemeng.4c03110,Triadimefon,Menthol || Lauric acid || 01:01,0.8264883100806378,0.12240837514395295,0.6152643295996324,8.0,False
10.1021/acssuschemeng.4c03110,Triadimefon,Terpineol || Decanoic acid || 01:01,0.8130223113868026,0.31571928020056966,0.6638314020309327,5.0,False
10.1021/acssuschemeng.4c03110,Triadimefon,Menthol || Decanoic acid || 01:01,0.8122735588071616,0.297721559898621,0.6579079591345993,6.0,False
10.1021/acssuschemeng.4c03110,Triadimefon,Octanol || Decanoic acid || 01:01,0.9591992130381799,0.8458802428772477,0.9252035219899002,2.0,False
10.1021/acssuschemeng.4c03110,Triadimefon,Decyl alcohol || Decanoic acid || 01:01,0.939878926001903,0.9927902698301251,0.9557523291503696,1.0,False
10.1021/acssuschemeng.4c03110,Triadimefon,Terpineol || Decanoic acid || 02:01,0.7470199134485701,0.5549918327175991,0.6894114892292788,4.0,False
10.1021/acssuschemeng.4c03110,Triadimefon,Terpineol || Decanoic acid || 03:01,0.6810833875780996,0.720526102928195,0.6929162021831282,3.0,False
10.1080/03601234.2025.2605875,Chlorpyrifos,Menthol || Lauryl alcohol || 01:01,0.9047585377376098,0.0,0.6333309764163269,1.0,True
10.1080/03601234.2025.2605875,Triazophos,Menthol || Lauryl alcohol || 01:01,0.7470750708747004,0.0,0.5229525496122902,1.0,True
10.3390/biology13060438,Tea Saponin,Betaine || Ethylene Glycol || 01:03,1.0,0.9403377314130944,0.9821013194239283,1.0,True
10.3390/biology13060438,Tea Saponin,Betaine || Ethylene Glycol || 01:02,1.0,0.919485187190186,0.9758455561570558,2.0,False
10.3390/biology13060438,Tea Saponin,Choline Chloride || Glycerol || 01:03,1.0,0.4403302685132575,0.8320990805539772,6.0,False
10.3390/biology13060438,Tea Saponin,Choline Chloride || Glycerol || 01:02,1.0,0.41289649963286595,0.8238689498898597,7.0,False
10.3390/biology13060438,Tea Saponin,Choline Chloride || Urea || 01:02,1.0,0.1000912876297026,0.7300273862889107,9.0,False
10.3390/biology13060438,Tea Saponin,Choline Chloride || Urea || 01:03,1.0,0.011019823481408548,0.7033059470444225,10.0,False
10.3390/biology13060438,Tea Saponin,Choline Chloride || Ethylene Glycol || 01:03,1.0,0.44193734609781976,0.8325812038293459,5.0,False
10.3390/biology13060438,Tea Saponin,Choline Chloride || Ethylene Glycol || 01:02,1.0,0.26054886428783114,0.7781646592863493,8.0,False
10.3390/biology13060438,Tea Saponin,Betaine || Glycerol || 01:03,1.0,0.7114841643822163,0.9134452493146649,4.0,False
10.3390/biology13060438,Tea Saponin,Betaine || Glycerol || 01:02,1.0,0.7618688273716182,0.9285606482114854,3.0,False
